plot '-' using 1:2:3:4 with vectors head filled lt 2 title 'Campo vectorial'
0 0 20 0 0.005
0 4 20 0 0.005
0 8 20 0 0.005
0 12 20 0 0.005

4 0 20 0 0.005
4 4 20 0 0.005
4 8 20 0 0.005
4 12 20 0 0.005

8 0 20 0 0.005
8 4 20 0 0.005
8 8 20 0 0.005
8 12 20 0 0.005

12 0 20 0 0.005
12 4 20 0 0.005
12 8 20 0 0.005
12 12 20 0 0.005

e
